region_id,latitude,longitude
0,37.554321813021716,127.04408738178581
0,37.55608070219797,127.04609838850904
0,37.555571233255584,127.0455932207664
0,37.5549077865414,127.04524860274954
0,37.5553684380781,127.04682851465203
0,37.55514487323989,127.04588392513435
0,37.554370563138065,127.04719590112772
0,37.55484391884062,127.04566525427629
0,37.554927750916995,127.04612386405955
0,37.555371603983126,127.0454240417999
0,37.55371552133207,127.04781929867934
0,37.55436785372731,127.04461235637204
0,37.55487356004271,127.04584576662043
0,37.5547961143283,127.04604446890148
0,37.554891875848824,127.04535958096066
0,37.55448293921793,127.0467159395644
0,37.55399134063047,127.04677465800516
0,37.55520995894854,127.0459934116126
0,37.55446240814185,127.04455133431418
0,37.55530191922586,127.04510095199473
0,37.55538603800139,127.04594522926973
0,37.55425419521158,127.04636125811459
0,37.553851497671886,127.04736746305366
0,37.55413216578814,127.0468548091123
0,37.55444943863476,127.04759963042434
0,37.55413693121097,127.04499998013156
0,37.55536631499518,127.0452557768741
0,37.5558966423132,127.04628158190361
0,37.55457087750418,127.04562264992472
0,37.554273537832785,127.04838977264511
0,37.55422131059656,127.0442071456215
0,37.55450038108556,127.04598659302884
0,37.554253856511,127.04442770706373
0,37.55463279778194,127.04516599366625
0,37.55539991625472,127.04653854124042
0,37.554784917168426,127.04707356331421
0,37.55597243643546,127.04654661423213
0,37.55504901397092,127.04529236070047
0,37.555036775473006,127.04620847682256
0,37.55438769649944,127.04518351886749
0,37.5547515549202,127.04821398033465
0,37.55470486722726,127.04430312494873
0,37.55493515560595,127.04447789651081
0,37.55480583321382,127.04834276635566
0,37.55556867258769,127.046631264307
0,37.55574481798469,127.0466375001483
0,37.55556414445335,127.04722613610087
0,37.556091929268725,127.04573157088379
0,37.554893804138445,127.04470287548251
0,37.554839086453306,127.04490403183696
0,37.55566567196904,127.04572368577274
0,37.55380640444934,127.04638328359353
0,37.55563641023709,127.0476494548031
0,37.554451703156374,127.04404464256778
0,37.55547517713092,127.0470199557431
0,37.55560913149321,127.04643122765223
0,37.55500138808082,127.04476544854973
0,37.555783250216585,127.04710392489879
0,37.55391251301388,127.0473964435855
0,37.55481560563773,127.04525099439755
0,37.55435351648426,127.04658150219531
0,37.553735643818115,127.04753296490446
0,37.55427548467424,127.04481821321998
0,37.55441833194421,127.04732170052925
0,37.55451310015013,127.0467858122759
0,37.55533260549264,127.04680503224195
0,37.55491662198043,127.0460461589258
0,37.55558260959888,127.04744313704089
0,37.554699284389514,127.04556091618909
0,37.5536834414294,127.04655121614937
0,37.55430450319377,127.04663290594198
0,37.55548619163604,127.04674945545169
0,37.555591953299086,127.04743543577914
0,37.5547184218926,127.04694892686624
0,37.55439423246485,127.0460521469899
0,37.554534750704626,127.04688950883205
0,37.555050923267274,127.04609446080907
0,37.554987701918414,127.04527784326635
0,37.55435802514825,127.04667759847423
0,37.55415317219305,127.04499214978186
0,37.55385989482345,127.04724151257216
0,37.554292748458636,127.04720659702559
0,37.55417877926896,127.04799354143418
0,37.55478682098197,127.04444915782459
0,37.555427178842834,127.04628490989008
0,37.55505689040463,127.04532268884813
0,37.55568279759476,127.04538208323903
0,37.55434601889844,127.04495163254393
0,37.55426829421724,127.04787547629965
0,37.5544998053726,127.04585147825878
0,37.55560699083923,127.04683649508793
0,37.55585063711203,127.04642545825342
0,37.55566672885639,127.04710217632962
0,37.55467514475291,127.04836542079047
0,37.5550590974743,127.04755931446068
0,37.5548192199647,127.04431527338176
0,37.55437905202224,127.04409788060777
0,37.555737506512386,127.0466189289416
0,37.55600241833934,127.04650786588792
0,37.55522126896731,127.04512934191193
0,37.55522732583699,127.04491167229007
0,37.55512209537706,127.04609559346692
0,37.55459270294078,127.04603450956061
0,37.55411341367001,127.04817890121166
0,37.55526756358142,127.04647515540655
0,37.55557753182763,127.04601036207623
0,37.55403539352518,127.04799885198919
0,37.5538608483205,127.04543940651757
0,37.55386714396464,127.0477245820985
0,37.555058923748156,127.04588008399983
0,37.55478559134142,127.04689167605648
0,37.55555473442664,127.04551032903089
0,37.55407227425186,127.04645472236285
0,37.55381519551818,127.0478338481089
0,37.553821189712565,127.04517430790612
0,37.55372283413935,127.04662610397745
0,37.553674373086835,127.04826803969488
0,37.553970693453316,127.0465433043966
0,37.55468040836391,127.04774961427299
0,37.55382365029826,127.04503406493374
0,37.55460425955133,127.04606814877886
0,37.55525486895937,127.04721082899474
0,37.55477828849363,127.04601957070534
0,37.5555376382096,127.04627731997627
0,37.55533359452892,127.04579932187679
0,37.555063290921254,127.04792567374855
0,37.55465165301375,127.04697254935652
0,37.554027838304506,127.04603753965058
0,37.55393965076616,127.04504413490713
0,37.55504260081538,127.04538486971278
0,37.55544007197934,127.04695946409565
0,37.55427987433525,127.04734512320918
0,37.55418379160178,127.04772259014528
0,37.55378520555065,127.04504734113077
0,37.55367023859825,127.04669725350766
0,37.55548881265894,127.0460980309311
0,37.55368040848066,127.04603130985141
0,37.554627658397585,127.04792955890294
0,37.55568067290973,127.0466175755855
